type,lib,jour,nb,code,Code,flag_url
country,Georgia,2020-03-30,103,GE,ge,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ge.svg
country,Georgia,2020-03-31,110,GE,ge,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/ge.svg
country,Germany,2020-01-22,0,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-01-23,0,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-01-24,0,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-01-25,0,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-01-26,0,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-01-27,1,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-01-28,4,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-01-29,4,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-01-30,4,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-01-31,5,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-01,8,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-02,10,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-03,12,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-04,12,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-05,12,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-06,12,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-07,13,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-08,13,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-09,14,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-10,14,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-11,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-12,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-13,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-14,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-15,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-16,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-17,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-18,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-19,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-20,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-21,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-22,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-23,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-24,16,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-25,17,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-26,27,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-27,46,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-28,48,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-02-29,79,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-01,130,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-02,159,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-03,196,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-04,262,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-05,482,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-06,670,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-07,799,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-08,1040,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-09,1176,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-10,1457,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-11,1908,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-12,2078,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-13,3675,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-14,4585,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-15,5795,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-16,7272,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-17,9257,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-18,12327,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-19,15320,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-20,19848,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-21,22213,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-22,24873,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-23,29056,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-24,32986,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-25,37323,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-26,43938,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-27,50871,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-28,57695,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-29,62095,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-30,66885,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Germany,2020-03-31,71808,DE,de,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/de.svg
country,Ghana,2020-01-22,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-01-23,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-01-24,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-01-25,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-01-26,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-01-27,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-01-28,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-01-29,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-01-30,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-01-31,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-01,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-02,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-03,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-04,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-05,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-06,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-07,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-08,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-09,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-10,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-11,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-12,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-13,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-14,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-15,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-16,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-17,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-18,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-19,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-20,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-21,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-22,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-23,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-24,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-25,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-26,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-27,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-28,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-02-29,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-01,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-02,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-03,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-04,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-05,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-06,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-07,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-08,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-09,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-10,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-11,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-12,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-13,0,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-14,3,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-15,6,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-16,6,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-17,7,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-18,7,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-19,11,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-20,16,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-21,19,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-22,23,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-23,27,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-24,53,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-25,93,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-26,132,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-27,137,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-28,141,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-29,152,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-30,152,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Ghana,2020-03-31,161,GH,gh,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gh.svg
country,Greece,2020-01-22,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-01-23,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-01-24,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-01-25,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-01-26,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-01-27,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-01-28,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-01-29,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-01-30,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-01-31,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-01,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-02,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-03,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-04,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-05,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-06,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-07,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-08,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-09,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-10,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-11,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-12,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-13,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-14,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-15,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-16,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-17,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-18,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-19,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-20,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-21,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-22,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-23,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-24,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-25,0,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-26,1,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-27,3,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-28,4,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-02-29,4,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-01,7,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-02,7,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-03,7,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-04,9,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-05,31,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-06,45,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-07,46,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-08,73,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-09,73,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-10,89,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-11,99,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-12,99,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-13,190,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-14,228,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-15,331,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-16,331,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-17,387,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-18,418,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-19,418,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-20,495,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-21,530,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-22,624,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-23,695,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-24,743,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-25,821,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-26,892,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-27,966,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-28,1061,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-29,1156,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-30,1212,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Greece,2020-03-31,1314,GR,gr,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gr.svg
country,Grenada,2020-01-22,0,GD,gd,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gd.svg
country,Grenada,2020-01-23,0,GD,gd,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gd.svg
country,Grenada,2020-01-24,0,GD,gd,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gd.svg
country,Grenada,2020-01-25,0,GD,gd,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gd.svg
country,Grenada,2020-01-26,0,GD,gd,https://cdn.rawgit.com/lipis/flag-icon-css/master/flags/4x3/gd.svg
